city,state,shape,date
Tucson,AZ,other,2011-02-01
Tonapah,NV,unknown,2011-02-03
Marathon,NY,chevron,2011-02-04
San Antonio,TX,sphere,2010-08-05
San Antonio,TX,sphere,2010-08-05
Clarksdale,MS,light,2010-08-06
Rochester Hills,MI,triangle,2010-08-06
The Pas,MB,circle,2010-08-06
Sioux Falls,SD,fireball,2010-08-06
Bucks County,PA,light,2010-08-06
Peabody,MA,disk,2010-08-06
San Antonio,TX,formation,2010-08-06
Ocean,NJ,flash,2011-01-13
Jonesboro,AR,sphere,2011-01-13
Basye,VA,diamond,2011-01-13
Krum,TX,disk,2011-01-13
Pewaukee,WI,unknown,2011-01-14
Knoxville,TN,sphere,2011-01-14
Acworth,GA,rectangle,2011-01-14
Vieux Fort,NA,egg,2011-01-14
Sarasota,FL,triangle,2011-01-14
Wilmington,DE,disk,2010-12-22
Houston,TX,changing,2010-12-22
Marion,IN,sphere,2010-12-22
McComb,MS,cylinder,2010-12-23
Lethbridge,AB,unknown,2010-12-23
Manteno,IL,egg,2010-12-23
Manteno,IL,egg,2010-12-23
Peotone,IL,egg,2010-12-23
Monee,IL,egg,2010-12-23
Ridgway,IL,cigar,2010-07-04
Lakewood,WA,fireball,2010-07-04
Ventura,CA,oval,2010-08-10
Austin,TX,sphere,2010-11-02
Peoria,AZ,unknown,2010-12-04
Thayer,MO,light,2011-01-01
Diamond Bar to Riverside,CA,triangle,2011-01-12
South Bend,WA,sphere,2011-01-14
NA,WI,fireball,2011-01-15
Gainesville,GA,NA,2011-01-28
Baton Rouge,LA,light,2000-04-05
Vista,CA,oval,2011-03-05
Las Vegas,NV,circle,2011-03-06
Valley Center,CA,light,2011-03-06
Mahwah,NJ,other,2011-03-06
Camp Pendleton,CA,light,2011-03-06
Oneida,WI,light,2011-03-06
Guelph,ON,light,2011-03-06
Jacksonville,FL,other,2011-03-06
Sierraville,CA,disk,2011-03-07
Des Moines,IA,light,2011-03-21
Vero Beach,FL,light,2011-03-21
Livermore,CA,other,2011-03-22
Faribault,MN,light,2011-03-22
Dillon,SC,fireball,2011-03-22
Bark River,MI,oval,2011-03-22
Mesa,AZ,light,2011-03-22
Shady Spring,WV,rectangle,2011-03-22
Whitehaven (UK/England),NA,unknown,2011-03-22
Palm Coast,FL,circle,2011-03-22
Port Orford,OR,oval,2010-11-10
Front Royal,VA,disk,2010-11-10
Groesbeck,TX,cigar,2010-11-10
Pottsville,PA,oval,2010-11-10
Verona,NY,diamond,2010-11-10
Crete,IL,formation,2010-11-10
Chicago,IL,flash,2010-11-10
Montville,CT,disk,2010-11-10
Amarillo,TX,triangle,2010-11-10
Ewan,WA,diamond,2011-02-05
McMinnville,OR,circle,2011-02-05
Center Conway,NH,other,2011-02-06
Tacoma,WA,light,2011-02-07
Redondo Beach,CA,chevron,2011-02-07
Dunwoody,GA,cigar,2011-02-08
Rancho Cordova,CA,formation,2011-02-08
Kitscoty,AB,other,2011-02-08
Prescott Valley,AZ,circle,2011-02-08
Wilton Manors,FL,circle,2011-02-08
South Cairo,NY,triangle,2010-08-06
Clermont,FL,cigar,2010-08-06
Chillicothe,IL,light,2010-08-06
Oxford,CT,cigar,2010-08-06
West Bend,WI,fireball,2010-08-06
London (UK/England),NA,rectangle,2010-08-06
Keene,NH,light,2010-08-06
Sturgeon Bay,WI,light,2010-08-06
Southport,NC,fireball,2010-08-06
Steelville,MO,circle,2010-08-06
North Kenai,AK,light,2010-08-07
Wirral (Merseyside)(UK/Wales),NA,other,2011-01-14
Deerfield Beach,FL,oval,2011-01-14
Peoria,AZ,flash,2011-01-14
Davis,CA,triangle,2011-01-14
Scottsdale,AZ,circle,2011-01-15
Cincinnati,OH,cone,2011-01-15
Plaquemine,LA,circle,2011-01-15
Valley Village,CA,triangle,2011-01-15
Gilbert,AZ,circle,2011-01-15
Burbank,CA,disk,2011-01-15
Northfield Falls,VT,fireball,2011-01-15
Peotone,IL,egg,2010-12-23
Willmington,IL,egg,2010-12-23
Red Lodge,MT,cylinder,2010-12-24
Morris-Okmulgee,OK,fireball,2010-12-24
Canton,MI,light,2010-12-24
Colonie,NY,unknown,2010-12-24
Delray beach,FL,light,2010-12-24
Center Valley,PA,fireball,2010-12-24
Lynn,MA,light,2010-12-24
Pretoria (South Africa),NA,sphere,2010-12-24
Las Vegas,NV,diamond,2010-12-24
Lynn,MA,unknown,2010-12-25
Lake Havasu City,AZ,unknown,2011-02-14
Tampa,FL,disk,2011-02-17
Franconia,AZ,formation,2011-02-17
Quartzsite,AZ,formation,2011-02-18
Barboursville,WV,light,2011-02-18
North Bend,WA,light,2011-02-18
Sag Harbor,NY,diamond,2011-02-18
Chino Hills,CA,light,2011-02-18
Tallahassee,FL,circle,2011-02-18
Tallahassee,FL,circle,2011-02-18
Bloomsbug,PA,disk,2011-02-19
Hedehusene (Denmark),NA,circle,2011-02-19
Huntingdon,GA,NA,NA
Drew,OR,circle,NA
Gibralter,MI,disk,NA
Houston,TX,other,1980-06-01
Garden City,SC,circle,1985-08-15
Easthampton,MA,triangle,1994-07-01
Jalostotitlan (Mexico),NA,other,1995-06-01
Normal,IL,other,2004-06-10
Frankfort,IL,triangle,1996-05-15
Burgettstown,PA,triangle,1996-05-21
Jacksonville,FL,light,2005-06-30
Hinton,AB,other,1999-06-30
Griffin,GA,unknown,2011-03-07
Lynnwood,WA,sphere,2011-03-07
Wakefield,RI,formation,2011-03-07
Van Nuys,CA,disk,2011-03-07
Ninilchik,AK,light,2011-03-07
Culpeper,VA,triangle,2011-03-07
Ballderson,ON,fireball,2011-03-07
Midway,GA,formation,2011-03-08
Barrie,ON,light,2011-03-08
Canoga Park,CA,unknown,2011-03-08
W. Sacramento,CA,cylinder,2011-03-08
Burlington,MA,triangle,2011-03-23
Campo Seco,CA,cone,2010-11-10
New Sharon,ME,oval,2010-11-10
Sussex,NJ,other,2010-11-10
Folsom,CA,disk,2010-11-11
Scarborough,ON,circle,2010-11-11
Nashville,TN,egg,2010-11-11
Wallkill,NY,other,2010-11-11
Uncasville,CT,light,2010-11-11
Chandler,AZ,light,2010-11-11
Corner Brook,NL,flash,2010-11-11
Oberlin,OH,light,2010-11-11
Carol Stream,IL,NA,2011-02-09
Lake Forest,CA,circle,2011-02-09
Troy,IL,fireball,2011-02-09
Moab,UT,light,2011-02-09
Lenox,MA,triangle,2011-02-09
Yakima,WA,unknown,2011-02-10
Rochester,MN,egg,2011-02-10
Grosse Pointe Woods,MI,circle,2011-02-10
Round Rock,TX,oval,2011-02-10
Corinth,KY,light,2010-08-07
Fresno,CA,light,2011-02-10
Sublette,IL,unknown,2010-08-07
Glen Echo,MD,sphere,2010-08-07
Surprise,AZ,light,2010-08-07
Peebles,OH,circle,2010-08-07
Yuma,AZ,light,2010-08-07
Cooperstown,NY,fireball,2010-08-07
Baiting H,NY,disk,2010-08-07
South Cairo,NY,light,2010-08-07
Miami,FL,triangle,2010-08-07
Rehoboth Beach,DE,light,2010-08-07
Burnsville,MN,oval,2011-01-15
Darien,IL,light,2011-01-15
Dealth Valley,CA,light,2011-01-16
Roswell,NM,egg,2011-01-16
Schaumburg,IL,rectangle,2011-01-16
Summertown,TN,light,2011-01-16
Ridgefield,CT,light,2011-01-16
Fort Oglethorpe,GA,formation,2011-01-16
Gaithersburg,MD,circle,2011-01-16
Pawtucket,RI,circle,2011-01-16
Salinas (Puerto Rico),NA,sphere,2010-12-25
Coventry (UK/England),NA,light,2010-12-25
Edmonds,WA,sphere,2010-12-25
Nottingham (UK/England),NA,circle,2010-12-25
Paihia (New Zealand),NA,fireball,2010-12-25
Hudson,QC,light,2010-12-25
Maroochydore,DC,diamond,2010-12-25
Southampton,NY,light,2010-12-25
Oakland,CA,fireball,2010-12-26
Vanderbijlpark (South Africa),NA,triangle,2010-12-25
Hampton,TN,cigar,2011-02-19
Decatur,IL,light,2011-02-19
Milwaukee,WI,triangle,2011-02-19
Endicott,NY,NA,2011-02-19
Chawton (village)(Hampshire) (UK/England),NA,light,2011-02-19
Snohomish,WA,light,2011-02-19
Sacramento,CA,light,2011-02-19
Shalimar,FL,diamond,2011-02-19
Fort Collins,CO,light,2011-02-20
Pescadero (Los Cerritos Beach) (Baja Sur) (Mexico),NA,other,2005-08-15
Huntington Beach,CA,sphere,2011-02-20
Stone Mountain,GA,triangle,2010-01-31
Miami,FL,triangle,2007-08-11
Ellsworth,ME,unknown,2010-02-06
Durant,OK,fireball,2010-07-04
Greensburg,PA,unknown,2011-03-08
West Springfield,PA,triangle,2011-03-08
Congress,AZ,sphere,2010-05-19
New York,NY,disk,2010-10-15
Indian Rocks Beach,FL,triangle,2010-08-21
Amboy,CA,other,2010-07-26
Midland,MI,other,2010-07-23
Wickenburg,AZ,light,2011-03-08
San Luis Potosi (Mexico),NA,other,2011-03-09
Florida,FL,NA,2011-03-09
Naples,FL,disk,2011-03-09
Oceanside,CA,oval,2011-03-09
Watertown,CT,triangle,2010-11-11
Laguna Hills,CA,other,2010-11-11
Myrtle Beach,SC,light,2010-11-11
Downingtown,PA,light,2010-11-12
Ithaca,NY,other,2010-11-12
Maple Grove,MN,sphere,2010-11-12
Spokane,WA,triangle,2010-11-12
Albany,GA,cigar,2010-11-12
Cleveland,OH,circle,2010-11-12
Tamworth (UK/England),NA,unknown,2010-11-12
London,OH,unknown,2011-02-10
Nashville,TN,sphere,2011-02-10
Ruidoso,NM,light,2011-02-10
Laguna Beach,CA,other,2011-02-10
Pedro,OH,formation,2011-02-10
Fairbanks,AK,unknown,2011-02-11
Jacksonville,NC,NA,2011-02-11
Round Rock,TX,sphere,2011-02-11
Saint Clair Shores,MI,unknown,2010-08-07
Lakewood,CA,circle,2011-02-11
Yakima,WA,triangle,2010-08-07
Larkhall (UK/Scotland),NA,fireball,2010-08-07
Waterboro,ME,light,2010-08-07
Sofia (Bulgaria),NA,triangle,2010-08-07
Seabeck,WA,NA,2010-08-07
Shlangen (Germany),NA,flash,2010-08-07
Atlanta,GA,unknown,2010-08-08
Huron,SD,rectangle,2010-08-08
Alstead,NH,circle,2010-08-08
Anaheim,CA,cross,2010-08-08
New York,NY,triangle,2011-01-16
New York,NY,light,2011-01-16
South San Francisco,CA,light,2011-01-16
Coeur d'Alene,ID,circle,2011-01-17
Casper,WY,sphere,2011-01-17
Tempe,AZ,unknown,2011-01-17
Hendersonville,TN,triangle,2011-01-17
Seattle,WA,disk,2011-01-18
American Canyon,CA,changing,2011-01-18
Glendale,AZ,light,2011-01-18
Mohawk,AZ,cylinder,2010-12-26
Fresno,CA,sphere,2010-12-26
Reno,NV,circle,2010-12-26
Burlington,ON,rectangle,2010-12-26
Napier (New Zealand),NA,light,2010-12-26
Anaheim,CA,triangle,2010-12-26
Dnepropetrovsk (Ukraine),NA,disk,2010-12-26
Alabaster,AL,circle,2010-12-27
Chatham,ON,circle,2010-12-27
West Covina,CA,sphere,2010-12-27
Vancouver,WA,disk,2011-02-20
Vancouver,WA,NA,2011-02-20
Vancouver,WA,light,2011-02-20
Fullerton,CA,fireball,2011-02-20
Hannacroix,NY,light,2011-02-20
San Diego,CA,NA,2011-02-20
Fontana,CA,circle,2011-02-20
Bloomington,MN,unknown,2011-02-21
Avon Lake,OH,unknown,2011-02-21
Richmond,VA,oval,2011-02-21
Milford,NE,changing,2010-10-30
Baton Rouge,LA,oval,2010-12-24
Hong Kong (China),NA,circle,2011-01-01
Port Orange,FL,oval,2011-01-08
Lincolnshire (UK/England),NA,circle,2011-01-13
Watson,LA,triangle,2011-01-15
Bothell,WA,oval,2011-01-16
Harrison,ME,triangle,2010-11-12
West Milford,NJ,fireball,2011-01-17
Tampa,FL,triangle,2011-01-19
Tampa,FL,NA,2011-03-09
Pristina (Kosovo),NA,fireball,2010-11-12
Redbank,SC,other,2010-11-12
North Sanford,NY,circle,2010-11-12
West Covina,CA,changing,2010-11-13
Decatur,IL,unknown,2010-11-13
Magalia,CA,fireball,2010-11-13
Highland,IN,unknown,2010-11-13
Keyser,WV,light,2010-11-13
Birmingham (UK/England),NA,light,2010-11-13
Pelion,SC,circle,2010-11-13
Roseville,CA,other,2010-11-13
San Diego,CA,sphere,2011-02-11
Brea,CA,light,2011-02-11
Litchfield Park,AZ,circle,2011-02-11
Elkton,KY,changing,2011-02-11
Midland,TX,sphere,2011-02-11
Cape May,NJ,light,2011-02-12
Jackson,MI,light,2011-02-12
Calumet,OK,egg,2011-02-12
Salt Lake City,UT,formation,2011-02-12
Palos Verdes,CA,NA,2011-02-12
Waukesha,WI,circle,2010-08-08
Granite City,IL,light,2010-08-08
Coventry,CT,cigar,2010-08-08
Frederick,MD,unknown,2010-08-08
Dubuque,IA,light,2010-08-08
Fond du Lac,WI,circle,2010-08-08
Vancouver,BC,egg,2010-08-08
Riegelwood,NC,circle,2010-08-09
Cologne (Germany),NA,cylinder,2010-08-09
Beaumont,TX,flash,2010-08-09
Lehi,UT,light,2011-01-18
Ione,WA,fireball,2011-01-18
Ferndale,WA,triangle,2011-01-18
Navarre,OH,oval,2011-01-18
Citrus Heights,CA,triangle,2011-01-19
Kingsford Hieghts,IN,other,2011-01-19
Fayetteville,NC,oval,2011-01-19
Queen Creek,AZ,sphere,2011-01-19
Siler City,NC,fireball,2011-01-19
Alma,MI,sphere,2011-01-19
Fremont,CA,triangle,2010-12-27
Glenview,IL,fireball,2010-12-27
Tucson,AZ,other,2010-12-27
Kowloon (Hong Kong) (China),NA,oval,2010-12-28
Palm Beach,MA,sphere,2010-12-28
Fremont,NH,triangle,2010-12-28
Norwalk,CT,fireball,2010-12-28
Skidmore,MD,light,2010-12-28
Columbia,PA,circle,2010-12-28
Palm Spring,CA,circle,2011-02-21
Miami,FL,unknown,2011-02-21
Omaha,NE,disk,2011-02-21
Raytown,MO,light,2011-02-21
Glenrock,WY,light,2011-02-21
Marysville,CA,circle,2011-02-21
Hillsboro,OR,light,2011-02-21
Germantown,MD,unknown,2011-02-22
Ocean Springs,MS,circle,2011-01-19
District Heights,MD,flash,2011-01-19
American Fork,UT,light,2011-01-26
Bay Harbor,MI,triangle,2011-01-28
Jerusalem (Israel),NA,sphere,2011-01-28
Encinitas,CA,triangle,2011-01-28
Puerto Montt (Chile),NA,light,2011-01-28
Parkville,MD,light,2011-01-29
Doral,FL,unknown,2011-01-29
Australia,NA,changing,2010-11-13
Loudon,TN,light,2010-11-14
Milford,CT,cylinder,2010-11-14
Richmond,VA,unknown,2010-11-14
Brimfield,IL,light,2010-11-14
Trenton,FL,cross,2010-11-14
Safety Harbor,FL,light,2010-11-14
San Pablo,CA,circle,2010-11-14
Aurora,ON,fireball,2010-11-14
Carlsbad,CA,flash,2011-02-12
Clovis,CA,flash,2011-02-12
Washington,DC,light,2011-02-12
Clementsport,NS,egg,2011-02-13
Jacksonville,MD,triangle,2011-02-13
Quincy,IL,triangle,2011-02-13
Frankfort,IL,teardrop,2011-02-13
Richmond,VA,light,2011-02-13
San Bernardino,CA,fireball,2011-02-13
Las Vegas,NV,other,2010-08-09
Ridgewood,NY,other,2010-08-09
Savannah,GA,formation,2010-08-09
Halifax,NS,light,2010-08-09
Spokane Valley,WA,formation,2010-08-09
Craig,CO,disk,2010-08-09
Regina,SK,fireball,2010-08-09
Oklahoma City,OK,circle,2010-08-09
Saint Paul,MN,other,2010-08-10
Lansing,MI,fireball,2011-01-19
Geelong (Australia),NA,light,2011-01-19
New Orleans,LA,light,2011-01-20
International Space Station,NA,sphere,2011-01-20
La Crosse,WI,cigar,2011-01-20
Scottsdale,AZ,light,2011-01-20
Sanford,MI,flash,2011-01-20
Tegucigalpa (Honduras),NA,unknown,2011-01-20
Colorado Springs,CO,light,2011-01-20
Church Hill,TN,circle,2011-01-21
Colusa,CA,light,2010-12-28
Vancouver,BC,light,2010-12-28
Auburn and Westboro,MA,other,2010-12-28
Redding,CA,other,2010-12-29
Galveston,TX,changing,2010-12-29
Seattle,WA,light,2010-12-29
Madeira (Pretoria) (South Africa),NA,oval,2010-12-29
Wenatchee,WA,light,2010-12-29
Belle Vernon,PA,circle,2010-12-29
Gillsville,GA,oval,2011-02-22
Redding,CT,other,2011-02-22
Kettering,OH,circle,2011-02-22
Cody,WY,light,2011-02-22
Redding,CA,light,2011-02-22
Weston,CT,light,2011-02-22
Dunnellon,FL,light,2011-02-22
Prunedale,CA,light,2011-02-22
Loves Park,IL,oval,2011-02-23
Van Nuys,CA,light,2011-02-23
Forth Estuary (Edinburgh) (UK/Scotland),NA,sphere,2011-01-30
Stamford,CT,flash,2011-01-30
Melbourne (Australia),NA,formation,2011-01-31
Atlantic Beach,FL,triangle,2011-01-31
Sacramento,CA,unknown,2011-01-31
Dunedin,FL,sphere,2011-01-31
Jacksonville,FL,fireball,2011-01-31
Hampton,TN,light,2011-01-31
Bay Point Park,FL,other,2011-02-01
Vancouver,WA,formation,2011-02-01
Connersville,IN,fireball,2010-11-14
Washingtonville,NY,unknown,2010-11-14
Rathdrum Prairie,ID,triangle,2010-11-14
Bakersfield,CA,triangle,2010-11-15
Sioux Falls,SD,triangle,2010-11-15
San Diego,CA,oval,2010-11-15
Fishers,IN,light,2010-11-15
Farmington,CT,triangle,2010-11-15
Ocala,FL,light,2010-11-15
Stockton,CA,light,2010-11-15
Valencia (Spain),NA,flash,2011-02-14
Gastonia,NC,circle,2011-02-14
Pasadena,MD,other,2011-02-14
Tuckahoe,NY,teardrop,2011-02-14
Pittsburgh,PA,circle,2011-02-14
Winneconne,WI,light,2011-02-14
Taos,NM,light,2011-02-14
Millbrook,NY,teardrop,2011-02-14
Prescott Valley,AZ,other,2011-02-14
Indian Wells,CA,circle,2011-02-15
San Antonio,TX,flash,2010-08-10
Holden Beach,NC,circle,2010-08-10
Glendale,AZ,flash,2010-08-10
North Myrtle Beach,SC,light,2010-08-10
Myrtle Beach,SC,light,2010-08-10
Sequim,WA,light,2010-08-10
Bainbridge,OH,light,2010-08-10
Highland,UT,light,2010-08-10
Glasgow (UK/Scotland),NA,light,2010-08-10
Delnice (Croatia),NA,triangle,2010-08-10
Harvard,IL,other,2011-01-21
Midland,TX,formation,2011-01-21
Warwick,RI,light,2011-01-21
Sutton,MA,triangle,2011-01-21
North Eastham,MA,fireball,2011-01-21
White Mills,KY,triangle,2011-01-22
Columbus,GA,teardrop,2011-01-22
Philadelphia,PA,light,2011-01-22
Bel Air,MD,light,2011-01-22
Cypress,TX,triangle,2011-01-22
Catharpin,VA,diamond,2010-12-29
Wagram,NC,triangle,2010-12-29
Weston,FL,circle,2010-12-29
Poulsbo,WA,oval,2010-12-29
Courtenay,BC,light,2010-12-30
Atlanta,GA,oval,2010-12-30
Odon,IN,light,2010-12-30
Bluffton,SC,light,2010-12-30
Arlington,WA,formation,2010-12-31
Honolulu,HI,light,2010-12-31
Blue Bell,PA,teardrop,2011-02-23
Greenbank,WA,light,2011-02-01
Redding,CA,changing,2011-02-02
New Mexico,NM,circle,2011-02-02
Janesville,WI,flash,2011-02-02
Medina,WA,light,2011-02-02
Seattle,WA,fireball,2011-02-02
West Palm beach,FL,light,2011-02-02
Rochester,NY,unknown,2011-02-03
Meppel (Netherlands),NA,chevron,2010-11-15
Hayward,CA,disk,2010-11-16
Plano,TX,unknown,2010-11-16
Rochester,MI,triangle,2010-11-16
Middle River,MD,disk,2010-11-17
Raleigh,NC,other,2010-11-17
Danville,VA,diamond,2010-11-17
Virginia Beach,VA,sphere,2010-11-17
Lebanon,IN,triangle,2010-11-17
Solon,OH,other,2011-02-15
Vicksburg,AZ,formation,2011-02-15
Safford,AZ,flash,2011-02-15
Bandera,TX,light,2011-02-15
Salisbury,NC,light,2011-02-15
Parker,CA,other,2011-02-15
Mountain Home,AR,other,2011-02-15
Benwood,WV,cigar,2011-02-16
Fort Smith,AR,disk,2011-02-16
Santa Maria,CA,circle,2011-02-16
Northampton,MA,other,2010-08-10
Stafford (UK/England),NA,sphere,2010-08-10
Wilmington,NC,light,2010-08-10
Washington,IA,diamond,2010-08-10
Kent,WA,triangle,2010-08-11
Stonington,CT,light,2010-08-11
Vacaville,CA,light,2010-08-11
Cincinnati,OH,other,2010-08-11
Naperville,IL,sphere,2010-08-11
Rushville,IN,disk,2010-08-11
Tallmadge,OH,cigar,2011-01-22
Cypress,TX,formation,2011-01-22
Chemainus,BC,fireball,2011-01-22
North Coventry,PA,light,2011-01-22
Haymarket,VA,disk,2011-01-22
Rochester,MN,unknown,2011-01-22
Sedona,AZ,cone,2011-01-23
Tehachapi,CA,light,2011-01-23
Simi Valley,CA,light,2011-01-23
Peoria,AZ,formation,2011-01-24
Seattle,WA,circle,2010-12-31
Richmond,VA,sphere,2010-12-31
Carmel,CA,light,2010-12-31
Leominster,MA,light,2010-12-31
Boca Raton,FL,flash,2010-12-31
Anchorage,AK,light,2010-12-31
Wasilla,AK,sphere,2010-12-31
Alpine,UT,flash,2010-12-31
Asheville,NC,other,2010-12-31
Groton,CT,light,2011-02-03
Aliso Viejo,CA,light,2011-02-03
Gilbert,AZ,disk,2011-02-03
Saint John,NB,light,2011-02-04
Baghdad,NA,unknown,2011-02-04
Waterbury,VT,rectangle,2011-02-04
Libertyville,IL,circle,2011-02-04
Ferrisburgh,VT,light,2011-02-04
Porter,TX,triangle,2011-02-04
Great Falls,MT,triangle,2010-11-17
Bluffton,SC,triangle,2010-11-17
Alvin,TX,fireball,2010-11-17
Moncks Corner,SC,unknown,2010-11-17
Moncks Corner,SC,disk,2010-11-17
Moncks Corner,SC,unknown,2010-11-17
Warthen,GA,circle,2010-11-17
Miami,FL,light,2010-11-17
Thomasville,NC,fireball,2010-11-17
Kalamazoo,MI,light,2010-11-18
Barstow,TX,oval,2011-02-16
Yadkinville,NC,cigar,2011-02-16
Washougal,WA,triangle,2011-02-17
Austin,TX,fireball,2011-02-17
Robersonville,NC,other,2011-02-17
Goldthwaite,TX,NA,2011-02-18
Apple Valley,CA,unknown,2011-02-18
Austin,TX,light,2011-02-18
North Kingston,RI,flash,2011-02-18
Grafton (Australia),NA,other,2011-02-18
Garden City Beach,SC,formation,2010-08-11
Medford,OR,triangle,2010-08-11
Marshall,AR,light,2010-08-11
Dewey,DE,light,2010-08-11
McHenry City,IL,unknown,2010-08-11
Cooper's Rock,WV,unknown,2010-08-11
Hammond,IN,circle,2010-08-12
Essex,ON,changing,2010-08-12
Boise,ID,triangle,2010-08-12
Hidden Hills,CA,chevron,2010-08-12
Dallas,TX,teardrop,2011-01-24
Arvada,CO,other,2011-01-24
El Dorado,KS,light,2011-01-24
Houston,TX,rectangle,2011-01-24
Lancaster,CA,unknown,2011-01-24
Dallas,TX,flash,2011-01-24
Colombia,NA,light,2011-01-25
Petaling Jaya (Malaysia),NA,triangle,2011-01-25
Broomfield,CO,formation,2011-01-25
Riverside,CA,triangle,2011-01-25
Long Beach,CA,light,2010-12-31
Poipu Koloa,HI,light,2010-12-31
Fort Worth,TX,fireball,2010-12-31
Kennewick,WA,circle,2010-12-31
Roswell,GA,cylinder,2010-12-31
Fairfax,PA,light,2010-12-31
Jacksonville,FL,circle,2010-12-31
Floresville,TX,unknown,2010-12-31
Austin,TX,fireball,2011-01-01
Clarksburg,WV,oval,2011-01-01
Groton,CT,light,2011-02-05
Gallatin,TN,oval,2011-02-05
Roseville,CA,circle,2011-02-05
Indio,CA,disk,2011-02-05
Raleigh,NC,triangle,2011-02-05
North Salt Lake,UT,light,2011-02-05
Conway,AR,triangle,2011-02-05
Fayetteville,NC,light,2011-02-05
Seaside,CA,fireball,2011-02-06
Fair Oaks,CA,unknown,2011-02-06
Olivehurst,CA,formation,2010-11-18
Topeka,KS,cylinder,2010-11-18
Spokane,WA,oval,2010-11-18
Waldorf,MD,light,2010-11-18
Martinez,CA,teardrop,2010-11-18
Oxford,AL,circle,2010-11-18
Liberty,MO,circle,2010-11-19
Knoxville,TN,circle,2010-11-19
Juneau,AK,fireball,2010-11-19
Parker,CO,oval,2010-11-19
London (UK/England),NA,fireball,2011-02-18
Bridgeport,CA,unknown,2010-08-12
Secaucus,NJ,sphere,2010-08-12
Topsfield,MA,other,2010-08-12
Hilton Head Island,SC,circle,2010-08-12
Fredericksburg,TX,fireball,2010-08-12
Ingonish,NS,light,2010-08-12
Ingonish,NS,light,2010-08-12
Montgomery,AL,unknown,2010-08-12
Mesa,AZ,other,2010-08-12
Tecumseh,KS,circle,2010-08-12
South Kingstown,RI,unknown,2011-01-25
Prescott Valley,AZ,formation,2011-01-25
New York,NY,fireball,2011-01-26
Lehi,UT,formation,2011-01-26
American Fork,UT,light,2011-01-26
San Francisco,CA,fireball,2011-01-26
Lanham,MD,disk,2011-01-27
Pensacola,FL,triangle,2011-01-27
Watsonville,CA,disk,2011-01-27
Farmington Hills,MI,circle,2011-01-01
Joppatowne,MD,fireball,2011-01-01
Woodbridge,VA,light,2011-01-01
Salt Lake City,UT,fireball,2011-01-01
Redlands,CA,sphere,2011-01-01
Sierra Vita,AZ,circle,2011-01-01
Reynoldsburg,OH,circle,2011-01-01
Bradenton,FL,triangle,2011-01-01
Whittier,CA,oval,2011-02-06
Capitola,CA,triangle,2011-02-06
Miami,FL,light,2011-02-06
Orange County,CA,circle,2011-02-06
Modesto,CA,rectangle,2011-02-06
Tacoma,WA,sphere,2011-02-07
Corpus Christi,TX,light,2011-02-07
Oak Park,CA,other,2011-02-07
Oak Park,CA,unknown,2011-02-07
River Forest,IL,oval,2011-02-08
Massillon,OH,triangle,2010-11-19
Randburg (Johannesburg) (South Africa),NA,unknown,2010-11-19
Charlotte,NC,formation,2010-11-19
Charlotte,NC,circle,2010-11-19
Chandler,AZ,light,2010-11-20
Averill Park,NY,disk,2010-11-20
Detroit,MI,other,2010-11-20
Fresno,CA,light,2010-11-20
Sweeteater,TN,NA,2010-11-21
Berlin Township,MI,triangle,2010-08-12
Wexford Town (Ireland),NA,triangle,2010-08-12
Virginia Beach,VA,triangle,2010-08-12
Sedro Woolley,WA,unknown,2010-08-13
Deerfield,IL,light,2010-08-13
Kent,WA,triangle,2010-08-13
San Benito,TX,circle,2010-08-13
Pulaski,WI,unknown,2010-08-13
Port Angeles,WA,sphere,2010-08-13
Lynnwood,WA,circle,2010-08-13
Rhinebeck,NY,light,NA
New York,NY,oval,NA
Fairbanks,AK,formation,1969-11-01
Sacramento,CA,cylinder,1973-03-23
Grafton,MA,circle,1974-08-01
Pullman,MI,circle,1974-08-15
Homosassa,FL,light,2011-01-27
Los Angeles,CA,light,2011-01-27
Hunstanton (UK/England),NA,light,2011-01-27
Bald Knob,AR,circle,2011-01-27
Miami,FL,flash,2011-01-27
Brewster,MA,other,2011-01-28
Harvest,AL,unknown,2011-01-28
Galesburg,MI,triangle,2011-01-28
Scranton,SC,light,2011-01-29
Oak Lawn,IL,fireball,2011-01-01
Katy,TX,sphere,2011-01-01
Saint John,NB,circle,2011-01-01
Orlando,FL,circle,2011-01-01
Welches,OR,sphere,2011-01-01
Manhattan,IL,fireball,2011-01-01
Port of Spain (Trinidad),NA,sphere,2011-01-01
